key,paper,bmp,response_class,response_var,treatment,control,sign,treatment_control_flag,response_flag,response_flag_notes,species,link,error_class,xbar_e,n_e,sd_e,se_e,lcl_e,ucl_e,xbar_c,n_c,sd_c,se_c,lcl_c,ucl_c,notes,baseline_survival,beta_is_derived,survival_scale
B34SZBUU,Powell 2006,prescribed_fire,abundance,abundance,4-year burn frequency,20-year burn frequency,1,apples,0,NA,dickcissel,NA,standard_error,-0.05222,5,NA,0.06042,NA,NA,-0.07613,7,NA,0.04604,NA,NA,Estimate represents a beta coefficient; Sample size is number of sites,NA,NA,NA
B34SZBUU,Powell 2006,prescribed_fire,abundance,abundance,4-year burn frequency,20-year burn frequency,1,apples,0,NA,eastern_meadowlark,NA,standard_error,-0.06679,5,NA,0.06651,NA,NA,-0.04558,7,NA,0.0522,NA,NA,Estimate represents a beta coefficient; Sample size is number of sites,NA,NA,NA
B34SZBUU,Powell 2006,prescribed_fire,abundance,abundance,4-year burn frequency,20-year burn frequency,1,apples,0,NA,brown_headed_cowbird,NA,standard_error,0.00814,5,NA,0.08715,NA,NA,0.03838,7,NA,0.06841,NA,NA,Estimate represents a beta coefficient; Sample size is number of sites,NA,NA,NA
ABXAGBLU,Purcell et al. 1997,install_nest_boxes,nest_success,daily mortality rate,Nest box,Natural cavity,-1,apples,0,NA,ash_throated_flycatcher,identity,standard_deviation,0.0134,33,0.004,NA,NA,NA,0.017,52,0.0044,NA,NA,NA,"Unsure of link term, only details in text are ""based on Mayfield's methods (1961, 1975)",NA,NA,daily_survival
ABXAGBLU,Purcell et al. 1997,install_nest_boxes,nest_success,daily mortality rate,Nest box,Natural cavity,-1,apples,0,NA,oak_titmouse,identity,standard_deviation,0.0117,111,0.0017,NA,NA,NA,0.0124,171,0.0019,NA,NA,NA,"Unsure of link term, only details in text are ""based on Mayfield's methods (1961, 1975)",NA,NA,daily_survival
ABXAGBLU,Purcell et al. 1997,install_nest_boxes,nest_success,daily mortality rate,Nest box,Natural cavity,-1,apples,0,NA,house_wren,identity,standard_deviation,0.005,36,0.002,NA,NA,NA,0.0126,47,0.0035,NA,NA,NA,"Unsure of link term, only details in text are ""based on Mayfield's methods (1961, 1975)",NA,NA,daily_survival
ABXAGBLU,Purcell et al. 1997,install_nest_boxes,nest_success,daily mortality rate,Nest box,Natural cavity,-1,apples,0,NA,western_bluebird,identity,standard_deviation,0.0133,47,0.003,NA,NA,NA,0.0297,39,0.0071,NA,NA,NA,"Unsure of link term, only details in text are ""based on Mayfield's methods (1961, 1975)",NA,NA,daily_survival
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned CRP field,Unburned CRP field,1,apples,0,NA,dickcissel,NA,standard_deviation,1.5,4,0.58,NA,NA,NA,2.43,4,1.31,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned CRP field,Unburned CRP field,1,apples,0,NA,grasshopper_sparrow,NA,standard_deviation,0.12,4,0.15,NA,NA,NA,0.32,4,0.63,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned CRP field,Unburned CRP field,1,apples,0,NA,eastern_meadowlark,NA,standard_deviation,0.08,4,0.09,NA,NA,NA,0.12,4,0.15,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned CRP field,Unburned CRP field,1,apples,0,NA,brown_headed_cowbird,NA,standard_deviation,0.14,4,0.12,NA,NA,NA,0.32,4,0.27,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned CRP field,Unburned CRP field,1,apples,0,NA,red_winged_blackbird,NA,standard_deviation,0.02,4,0.04,NA,NA,NA,0,4,0,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned CRP field,Unburned CRP field,1,apples,0,NA,henslows_sparrow,NA,standard_deviation,0,4,0,NA,NA,NA,0,4,0,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned CRP field,Unburned CRP field,1,apples,0,NA,common_nighthawk,NA,standard_deviation,0,4,0,NA,NA,NA,0,4,0,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned CRP field,Unburned CRP field,1,apples,0,NA,mourning_dove,NA,standard_deviation,0.02,4,0.04,NA,NA,NA,0.06,4,0.12,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned CRP field,Unburned CRP field,1,apples,0,NA,upland_sandpiper,NA,standard_deviation,0,4,0,NA,NA,NA,0,4,0,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned CRP field,Unburned CRP field,1,apples,0,NA,dickcissel,NA,standard_deviation,2,4,0.99,NA,NA,NA,3.07,4,2.15,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned CRP field,Unburned CRP field,1,apples,0,NA,grasshopper_sparrow,NA,standard_deviation,0.14,4,0.28,NA,NA,NA,0.13,4,0.19,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned CRP field,Unburned CRP field,1,apples,0,NA,eastern_meadowlark,NA,standard_deviation,0.16,4,0.21,NA,NA,NA,0.48,4,0.38,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned CRP field,Unburned CRP field,1,apples,0,NA,brown_headed_cowbird,NA,standard_deviation,0.1,4,0.2,NA,NA,NA,0.86,4,0.63,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned CRP field,Unburned CRP field,1,apples,0,NA,red_winged_blackbird,NA,standard_deviation,0.24,4,0.38,NA,NA,NA,0.06,4,0.05,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned CRP field,Unburned CRP field,1,apples,0,NA,henslows_sparrow,NA,standard_deviation,0,4,0,NA,NA,NA,0.13,4,0.24,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned CRP field,Unburned CRP field,1,apples,0,NA,mourning_dove,NA,standard_deviation,0.06,4,0.12,NA,NA,NA,0.21,4,0.4,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned CRP field,Unburned CRP field,1,apples,0,NA,northern_bobwhite,NA,standard_deviation,0,4,0,NA,NA,NA,0.06,4,0.08,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned CRP field,Unburned CRP field,1,apples,0,NA,upland_sandpiper,NA,standard_deviation,0,4,0,NA,NA,NA,0,4,0,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned CRP field,Unburned CRP field,1,apples,0,NA,lark_sparrow,NA,standard_deviation,0.08,4,0.01,NA,NA,NA,0,4,0,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned native hayfield,Unburned hayfield,1,apples,0,NA,dickcissel,NA,standard_deviation,1.08,5,0.49,NA,NA,NA,1.04,5,0.83,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned native hayfield,Unburned hayfield,1,apples,0,NA,grasshopper_sparrow,NA,standard_deviation,0.47,5,0.3,NA,NA,NA,0.4,5,0.26,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned native hayfield,Unburned hayfield,1,apples,0,NA,eastern_meadowlark,NA,standard_deviation,0.29,5,0.18,NA,NA,NA,0.43,5,0.17,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned native hayfield,Unburned hayfield,1,apples,0,NA,brown_headed_cowbird,NA,standard_deviation,0.03,5,0.07,NA,NA,NA,0.02,5,0.04,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned native hayfield,Unburned hayfield,1,apples,0,NA,red_winged_blackbird,NA,standard_deviation,0.11,5,0.16,NA,NA,NA,0.13,5,0.28,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned native hayfield,Unburned hayfield,1,apples,0,NA,henslows_sparrow,NA,standard_deviation,0.05,5,0.11,NA,NA,NA,0.06,5,0.14,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned native hayfield,Unburned hayfield,1,apples,0,NA,common_nighthawk,NA,standard_deviation,0,5,0,NA,NA,NA,0,5,0,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned native hayfield,Unburned hayfield,1,apples,0,NA,mourning_dove,NA,standard_deviation,0,5,0,NA,NA,NA,0.02,5,0.04,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned native hayfield,Unburned hayfield,1,apples,0,NA,upland_sandpiper,NA,standard_deviation,0,5,0,NA,NA,NA,0,5,0,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned native hayfield,Unburned hayfield,1,apples,0,NA,dickcissel,NA,standard_deviation,1.01,5,0.5,NA,NA,NA,1.33,5,0.86,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned native hayfield,Unburned hayfield,1,apples,0,NA,grasshopper_sparrow,NA,standard_deviation,1.03,5,0.93,NA,NA,NA,1.08,5,0.7,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned native hayfield,Unburned hayfield,1,apples,0,NA,eastern_meadowlark,NA,standard_deviation,0.62,5,0.31,NA,NA,NA,0.74,5,0.44,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned native hayfield,Unburned hayfield,1,apples,0,NA,brown_headed_cowbird,NA,standard_deviation,0.13,5,0.16,NA,NA,NA,0.15,5,0.22,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned native hayfield,Unburned hayfield,1,apples,0,NA,red_winged_blackbird,NA,standard_deviation,0.19,5,0.23,NA,NA,NA,0.05,5,0.07,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned native hayfield,Unburned hayfield,1,apples,0,NA,henslows_sparrow,NA,standard_deviation,0.02,5,0.04,NA,NA,NA,0.11,5,0.15,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned native hayfield,Unburned hayfield,1,apples,0,NA,mourning_dove,NA,standard_deviation,0.03,5,0.04,NA,NA,NA,0,5,0,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned native hayfield,Unburned hayfield,1,apples,0,NA,northern_bobwhite,NA,standard_deviation,0,5,0,NA,NA,NA,0.08,5,0.1,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned native hayfield,Unburned hayfield,1,apples,0,NA,upland_sandpiper,NA,standard_deviation,0.02,5,0.04,NA,NA,NA,0.08,5,0.16,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned native hayfield,Unburned hayfield,1,apples,0,NA,lark_sparrow,NA,standard_deviation,0,5,0,NA,NA,NA,0,5,0,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned season-long grazed pasture,Unburned season-long grazed pasture,1,apples,0,NA,dickcissel,NA,standard_deviation,1,6,0.75,NA,NA,NA,0.74,6,0.53,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned season-long grazed pasture,Unburned season-long grazed pasture,1,apples,0,NA,grasshopper_sparrow,NA,standard_deviation,0.63,6,0.37,NA,NA,NA,0.86,6,0.73,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned season-long grazed pasture,Unburned season-long grazed pasture,1,apples,0,NA,eastern_meadowlark,NA,standard_deviation,0.25,6,0.08,NA,NA,NA,0.44,6,0.34,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned season-long grazed pasture,Unburned season-long grazed pasture,1,apples,0,NA,brown_headed_cowbird,NA,standard_deviation,0.21,6,0.2,NA,NA,NA,0.15,6,0.14,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned season-long grazed pasture,Unburned season-long grazed pasture,1,apples,0,NA,red_winged_blackbird,NA,standard_deviation,0.04,6,0.1,NA,NA,NA,0.01,6,0.03,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned season-long grazed pasture,Unburned season-long grazed pasture,1,apples,0,NA,henslows_sparrow,NA,standard_deviation,0.01,6,0.03,NA,NA,NA,0.09,6,0.23,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned season-long grazed pasture,Unburned season-long grazed pasture,1,apples,0,NA,common_nighthawk,NA,standard_deviation,0.01,6,0.03,NA,NA,NA,0.03,6,0.06,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned season-long grazed pasture,Unburned season-long grazed pasture,1,apples,0,NA,mourning_dove,NA,standard_deviation,0,6,0,NA,NA,NA,0.01,6,0.03,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2004,Burned season-long grazed pasture,Unburned season-long grazed pasture,1,apples,0,NA,upland_sandpiper,NA,standard_deviation,0.01,6,0.03,NA,NA,NA,0.07,6,0.09,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned season-long grazed pasture,Unburned season-long grazed pasture,1,apples,0,NA,dickcissel,NA,standard_deviation,1.57,6,0.86,NA,NA,NA,1.16,6,0.33,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned season-long grazed pasture,Unburned season-long grazed pasture,1,apples,0,NA,grasshopper_sparrow,NA,standard_deviation,0.84,6,0.73,NA,NA,NA,1.11,6,0.63,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned season-long grazed pasture,Unburned season-long grazed pasture,1,apples,0,NA,eastern_meadowlark,NA,standard_deviation,0.51,6,0.2,NA,NA,NA,0.46,6,0.23,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned season-long grazed pasture,Unburned season-long grazed pasture,1,apples,0,NA,brown_headed_cowbird,NA,standard_deviation,0.29,6,0.36,NA,NA,NA,0.15,6,0.26,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned season-long grazed pasture,Unburned season-long grazed pasture,1,apples,0,NA,red_winged_blackbird,NA,standard_deviation,0.12,6,0.19,NA,NA,NA,0.01,6,0.03,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned season-long grazed pasture,Unburned season-long grazed pasture,1,apples,0,NA,henslows_sparrow,NA,standard_deviation,0,6,0,NA,NA,NA,0.29,6,0.56,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned season-long grazed pasture,Unburned season-long grazed pasture,1,apples,0,NA,mourning_dove,NA,standard_deviation,0,6,0,NA,NA,NA,0,6,0,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned season-long grazed pasture,Unburned season-long grazed pasture,1,apples,0,NA,northern_bobwhite,NA,standard_deviation,0,6,0,NA,NA,NA,0.03,6,0.04,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned season-long grazed pasture,Unburned season-long grazed pasture,1,apples,0,NA,upland_sandpiper,NA,standard_deviation,0.04,6,0.04,NA,NA,NA,0,6,0,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,density (birds/ha) - 2005,Burned season-long grazed pasture,Unburned season-long grazed pasture,1,apples,0,NA,lark_sparrow,NA,standard_deviation,0.01,6,0.03,NA,NA,NA,0,6,0,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,density (birds/ha) - 2004,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),-1,apples,0,NA,dickcissel,NA,standard_deviation,1,6,0.75,NA,NA,NA,1.07,6,0.69,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,density (birds/ha) - 2004,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),-1,apples,0,NA,grasshopper_sparrow,NA,standard_deviation,0.63,6,0.37,NA,NA,NA,0.88,6,0.33,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,density (birds/ha) - 2004,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),-1,apples,0,NA,eastern_meadowlark,NA,standard_deviation,0.25,6,0.08,NA,NA,NA,0.3,6,0.19,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,density (birds/ha) - 2004,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),-1,apples,0,NA,brown_headed_cowbird,NA,standard_deviation,0.21,6,0.2,NA,NA,NA,0.2,6,0.33,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,density (birds/ha) - 2004,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),-1,apples,0,NA,red_winged_blackbird,NA,standard_deviation,0.04,6,0.1,NA,NA,NA,0.03,6,0.04,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,density (birds/ha) - 2004,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),-1,apples,0,NA,henslows_sparrow,NA,standard_deviation,0.01,6,0.03,NA,NA,NA,0,6,0,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,density (birds/ha) - 2004,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),-1,apples,0,NA,common_nighthawk,NA,standard_deviation,0.01,6,0.03,NA,NA,NA,0.07,6,0.09,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,density (birds/ha) - 2004,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),-1,apples,0,NA,mourning_dove,NA,standard_deviation,0,6,0,NA,NA,NA,0.01,6,0.03,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,density (birds/ha) - 2004,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),-1,apples,0,NA,upland_sandpiper,NA,standard_deviation,0.01,6,0.03,NA,NA,NA,0.01,6,0.04,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,density (birds/ha) - 2005,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),-1,apples,0,NA,dickcissel,NA,standard_deviation,1.57,6,0.86,NA,NA,NA,1.28,6,0.94,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,density (birds/ha) - 2005,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),-1,apples,0,NA,grasshopper_sparrow,NA,standard_deviation,0.84,6,0.73,NA,NA,NA,1.36,6,0.55,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,density (birds/ha) - 2005,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),-1,apples,0,NA,eastern_meadowlark,NA,standard_deviation,0.51,6,0.2,NA,NA,NA,0.83,6,0.44,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,density (birds/ha) - 2005,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),-1,apples,0,NA,brown_headed_cowbird,NA,standard_deviation,0.29,6,0.36,NA,NA,NA,0.07,6,0.06,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,density (birds/ha) - 2005,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),-1,apples,0,NA,red_winged_blackbird,NA,standard_deviation,0.12,6,0.19,NA,NA,NA,0.01,6,0.03,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,density (birds/ha) - 2005,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),-1,apples,0,NA,henslows_sparrow,NA,standard_deviation,0,6,0,NA,NA,NA,0.01,6,0.03,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,density (birds/ha) - 2005,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),-1,apples,0,NA,mourning_dove,NA,standard_deviation,0,6,0,NA,NA,NA,0,6,0,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,density (birds/ha) - 2005,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),-1,apples,0,NA,northern_bobwhite,NA,standard_deviation,0,6,0,NA,NA,NA,0.05,6,0.1,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,density (birds/ha) - 2005,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),-1,apples,0,NA,upland_sandpiper,NA,standard_deviation,0.04,6,0.04,NA,NA,NA,0.02,6,0.04,NA,NA,NA,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,density (birds/ha) - 2005,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),-1,apples,0,NA,lark_sparrow,NA,standard_deviation,0.01,6,0.03,NA,NA,NA,0,6,0,NA,NA,NA,NA,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non_native_species,occupancy,community occupancy probability,Treated shrub,Untreated shrub,1,apples,0,NA,all_species,NA,confidence_intervals,0.34,3,NA,NA,0.14,0.62,0.52,3,NA,NA,0.27,0.76,Occupancy estimate based on unmarked model,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non_native_species,occupancy,community occupancy probability,Treated mid-canopy,Untreated mid-canopy,1,apples,0,NA,all_species,NA,confidence_intervals,0.22,3,NA,NA,0.12,0.38,0.17,3,NA,NA,0.08,0.33,Occupancy estimate based on unmarked model,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non_native_species,occupancy,community occupancy probability,Treated High-canopy,Untreated high-canopy,1,apples,0,NA,all_species,NA,confidence_intervals,0.61,3,NA,NA,0.45,0.63,0.46,3,NA,NA,0.32,0.61,Occupancy estimate based on unmarked model,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non_native_species,abundance,abundance - 2006,Treated,Untreated,1,apples,0,NA,lark_sparrow,NA,standard_error,0.83,3,NA,0.6,NA,NA,0.16,3,NA,0.16,NA,NA,NA,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non_native_species,abundance,abundance - 2006,Treated,Untreated,1,apples,0,NA,western_meadowlark,NA,standard_error,0.66,3,NA,0.16,NA,NA,0.16,3,NA,0.16,NA,NA,NA,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non_native_species,abundance,abundance - 2006,Treated,Untreated,1,apples,0,NA,northern_flicker,NA,standard_error,0.16,3,NA,0.16,NA,NA,0.16,3,NA,0.16,NA,NA,NA,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non_native_species,abundance,abundance - 2006,Treated,Untreated,1,apples,0,NA,mourning_dove,NA,standard_error,2.67,3,NA,0.6,NA,NA,7.5,3,NA,1.04,NA,NA,NA,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non_native_species,abundance,abundance - 2007,Treated,Untreated,1,apples,0,NA,mourning_dove,NA,standard_error,3.5,3,NA,1.04,NA,NA,5.5,3,NA,0.58,NA,NA,NA,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non_native_species,abundance,abundance - 2006,Treated,Untreated,1,apples,0,NA,western_kingbird,NA,standard_error,2.16,3,NA,0.6,NA,NA,1.5,3,NA,0.29,NA,NA,NA,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non_native_species,abundance,abundance - 2007,Treated,Untreated,1,apples,0,NA,western_kingbird,NA,standard_error,3.16,3,NA,2.18,NA,NA,1.16,3,NA,0.33,NA,NA,NA,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non_native_species,abundance,abundance - 2006,Treated,Untreated,1,apples,0,NA,western_kingbird,NA,standard_error,1,3,NA,0.29,NA,NA,1,3,NA,0.5,NA,NA,NA,NA,NA,NA
