key,paper,bmp,response_class,Treatment,Control,response_var,species,error_class,xbar_e,n_e,sd_e,se_e,lcl_e,ucl_e,xbar_c,n_c,sd_c,se_c,lcl_c,ucl_c,notes
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (6 years),More than 80 years since fire,number of singing males - 1994,savannah_sparrow,standard_error,1.27,25,NA,0.13,NA,NA,0.91,30,NA,0.1,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (6 years),More than 80 years since fire,number of singing males - 1994,spragues_pipit,standard_error,0.01,25,NA,0.01,NA,NA,0,30,NA,0,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (6 years),More than 80 years since fire,number of singing males - 1994,western_meadowlark,standard_error,0.11,25,NA,0.04,NA,NA,0,30,NA,0,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (6 years),More than 80 years since fire,number of singing males - 1994,all_species,standard_error,4.01,25,NA,0.24,NA,NA,3.71,30,NA,0.22,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,species_richness,Time since fire (6 years),More than 80 years since fire,species_richness - 1994,all_species,standard_error,4.48,25,NA,0.81,NA,NA,3.03,30,NA,0.18,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (7 years),More than 80 years since fire,number of singing males - 1994,bairds_sparrow,standard_error,0.06,6,NA,0.06,NA,NA,0,30,NA,0,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (7 years),More than 80 years since fire,number of singing males - 1994,brown_headed_cowbird,standard_error,0,6,NA,0,NA,NA,0.02,30,NA,0.01,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (7 years),More than 80 years since fire,number of singing males - 1994,bobolink,standard_error,0.06,6,NA,0.06,NA,NA,0,30,NA,0,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (7 years),More than 80 years since fire,number of singing males - 1994,clay_colored_sparrow,standard_error,1.5,6,NA,0.17,NA,NA,2.25,30,NA,0.15,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (7 years),More than 80 years since fire,number of singing males - 1994,common_yellowthroat,standard_error,0.22,6,NA,0.14,NA,NA,0.39,30,NA,0.06,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (7 years),More than 80 years since fire,number of singing males - 1994,grasshopper_sparrow,standard_error,0.5,6,NA,0.11,NA,NA,0,30,NA,0,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (7 years),More than 80 years since fire,number of singing males - 1994,le_contes_sparrow,standard_error,0,6,NA,0,NA,NA,0,30,NA,0,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (7 years),More than 80 years since fire,number of singing males - 1994,savannah_sparrow,standard_error,1.61,6,NA,0.38,NA,NA,0.91,30,NA,0.1,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (7 years),More than 80 years since fire,number of singing males - 1994,spragues_pipit,standard_error,0.06,6,NA,0.06,NA,NA,0,30,NA,0,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (7 years),More than 80 years since fire,number of singing males - 1994,western_meadowlark,standard_error,0,6,NA,0,NA,NA,0,30,NA,0,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (7 years),More than 80 years since fire,number of singing males - 1994,all_species,standard_error,4,6,NA,0.56,NA,NA,3.71,30,NA,0.22,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,species_richness,Time since fire (7 years),More than 80 years since fire,species_richness - 1994,all_species,standard_error,3.67,6,NA,0.49,NA,NA,3.03,30,NA,0.18,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (8 years),More than 80 years since fire,number of singing males - 1994,bairds_sparrow,standard_error,0.07,9,NA,0.05,NA,NA,0,30,NA,0,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (8 years),More than 80 years since fire,number of singing males - 1994,brown_headed_cowbird,standard_error,0,9,NA,0,NA,NA,0.02,30,NA,0.01,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (8 years),More than 80 years since fire,number of singing males - 1994,bobolink,standard_error,0.15,9,NA,0.11,NA,NA,0,30,NA,0,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (8 years),More than 80 years since fire,number of singing males - 1994,clay_colored_sparrow,standard_error,1.22,9,NA,0.33,NA,NA,2.25,30,NA,0.15,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (8 years),More than 80 years since fire,number of singing males - 1994,common_yellowthroat,standard_error,0.22,9,NA,0.08,NA,NA,0.39,30,NA,0.06,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (8 years),More than 80 years since fire,number of singing males - 1994,grasshopper_sparrow,standard_error,0,9,NA,0,NA,NA,0,30,NA,0,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (8 years),More than 80 years since fire,number of singing males - 1994,le_contes_sparrow,standard_error,0,9,NA,0,NA,NA,0,30,NA,0,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (8 years),More than 80 years since fire,number of singing males - 1994,savannah_sparrow,standard_error,1.52,9,NA,0.19,NA,NA,0.91,30,NA,0.1,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (8 years),More than 80 years since fire,number of singing males - 1994,spragues_pipit,standard_error,0,9,NA,0,NA,NA,0,30,NA,0,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (8 years),More than 80 years since fire,number of singing males - 1994,western_meadowlark,standard_error,0,9,NA,0,NA,NA,0,30,NA,0,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,abundance,Time since fire (8 years),More than 80 years since fire,number of singing males - 1994,all_species,standard_error,3.26,9,NA,0.32,NA,NA,3.71,30,NA,0.22,NA,NA,Sample size is number of point counts
K2FW7NWY,Madden et al. 1999,prescribed_fire,species_richness,Time since fire (8 years),More than 80 years since fire,species_richness - 1994,all_species,standard_error,3.22,9,NA,0.28,NA,NA,3.03,30,NA,0.18,NA,NA,Sample size is number of point counts
IWGJXSTQ,Mangachena and Geerts 2019,remove_non-native_species,species_richness,Near-pristine site,Invaded site,species_richness,all_species,standard_error,0.754,5,NA,0.241,NA,NA,0.455,5,NA,0.367,NA,NA,This is actually the comparison of the two betas
IWGJXSTQ,Mangachena and Geerts 2019,remove_non-native_species,abundance,Near-pristine site,Invaded site,abundance,all_species,standard_error,0.823,5,NA,0.165,NA,NA,0.5,5,NA,0.256,NA,NA,This is actually the comparison of the two betas
4RK5Q255,Martinez-Padilla and Fargallo 2008,Install nest boxes,abundance,Sites with kestrel nest boxes,sites without kestrel nest boxes,abundance,eurasian_skylark,standard_deviation,1.72,6,0.7,NA,NA,NA,5.26,6,0.66,NA,NA,NA,"Sample size is questionable. Here, we defined it by the number of samples in high density kestrel sites"
A4K99KR6,Massa et al. 2024,plant_nwsg,occupancy,WSG hayfields,CSG hayfields,occupancy,eastern_meadowlark,confidence_intervals,0.46,22,NA,NA,0.27,0.67,0.3,75,NA,NA,0.21,0.42,NA
A4K99KR6,Massa et al. 2024,plant_nwsg,occupancy,WSG hayfields,CSG hayfields,occupancy,grasshopper_sparrow,confidence_intervals,0.84,22,NA,NA,0.71,0.91,0.73,75,NA,NA,0.66,0.8,NA
BQ6ZPH37,McCusker et al. 2010,remove_non-native_species,abundance,Native sites,Lonicera sites,density (birds/ha) - 2006,american_robin,standard_error,0.75,18,NA,0.29,NA,NA,2.63,20,NA,0.65,NA,NA,NA
BQ6ZPH37,McCusker et al. 2010,remove_non-native_species,abundance,Native sites,Lonicera sites,density (birds/ha) - 2006,brown_headed_cowbird,standard_error,3.23,18,NA,0.65,NA,NA,2.39,20,NA,0.32,NA,NA,NA
BQ6ZPH37,McCusker et al. 2010,remove_non-native_species,abundance,Native sites,Lonicera sites,density (birds/ha) - 2006,common_yellowthroat,standard_error,0.26,18,NA,0.12,NA,NA,0.48,20,NA,0.08,NA,NA,NA
BQ6ZPH37,McCusker et al. 2010,remove_non-native_species,abundance,Native sites,Lonicera sites,density (birds/ha) - 2006,eastern_towhee,standard_error,1.73,18,NA,0.48,NA,NA,0.8,20,NA,0.26,NA,NA,NA
BQ6ZPH37,McCusker et al. 2010,remove_non-native_species,abundance,Native sites,Lonicera sites,density (birds/ha) - 2006,house_wren,standard_error,0.63,18,NA,0.3,NA,NA,1.02,20,NA,0.36,NA,NA,NA
BQ6ZPH37,McCusker et al. 2010,remove_non-native_species,abundance,Native sites,Lonicera sites,density (birds/ha) - 2006,indigo_bunting,standard_error,2.23,18,NA,0.44,NA,NA,2.74,20,NA,0.41,NA,NA,NA
BQ6ZPH37,McCusker et al. 2010,remove_non-native_species,abundance,Native sites,Lonicera sites,density (birds/ha) - 2007,american_robin,standard_error,0.38,18,NA,0.17,NA,NA,2.48,20,NA,1.49,NA,NA,NA
BQ6ZPH37,McCusker et al. 2010,remove_non-native_species,abundance,Native sites,Lonicera sites,density (birds/ha) - 2007,brown_headed_cowbird,standard_error,1.58,18,NA,0.31,NA,NA,3.05,20,NA,0.84,NA,NA,NA
BQ6ZPH37,McCusker et al. 2010,remove_non-native_species,abundance,Native sites,Lonicera sites,density (birds/ha) - 2007,common_yellowthroat,standard_error,0.2,18,NA,0.09,NA,NA,0.23,20,NA,0.11,NA,NA,NA
BQ6ZPH37,McCusker et al. 2010,remove_non-native_species,abundance,Native sites,Lonicera sites,density (birds/ha) - 2007,eastern_towhee,standard_error,1.29,18,NA,0.27,NA,NA,0.89,20,NA,0.21,NA,NA,NA
BQ6ZPH37,McCusker et al. 2010,remove_non-native_species,abundance,Native sites,Lonicera sites,density (birds/ha) - 2007,house_wren,standard_error,0.86,18,NA,0.42,NA,NA,1.94,20,NA,0.59,NA,NA,NA
BQ6ZPH37,McCusker et al. 2010,remove_non-native_species,abundance,Native sites,Lonicera sites,density (birds/ha) - 2007,indigo_bunting,standard_error,2.98,18,NA,0.38,NA,NA,2.53,20,NA,0.44,NA,NA,NA
BQ6ZPH37,McCusker et al. 2010,remove_non-native_species; provide_overwintering_habitat,abundance,Native sites,Lonicera sites,density (birds/ha) - 2006-2007,american_goldfinch,standard_error,0.12,18,NA,0.08,NA,NA,1.2,20,NA,0.75,NA,NA,NA
BQ6ZPH37,McCusker et al. 2010,remove_non-native_species; provide_overwintering_habitat,abundance,Native sites,Lonicera sites,density (birds/ha) - 2006-2007,american_robin,standard_error,0.21,18,NA,0.14,NA,NA,1.24,20,NA,0.99,NA,NA,NA
BQ6ZPH37,McCusker et al. 2010,remove_non-native_species; provide_overwintering_habitat,abundance,Native sites,Lonicera sites,density (birds/ha) - 2006-2007,american_goldfinch,standard_error,0.39,18,NA,0.25,NA,NA,0.49,20,NA,0.16,NA,NA,NA
BQ6ZPH37,McCusker et al. 2010,remove_non-native_species; provide_overwintering_habitat,abundance,Native sites,Lonicera sites,density (birds/ha) - 2006-2007,american_robin,standard_error,0.03,18,NA,0.05,NA,NA,0.75,20,NA,0.46,NA,NA,NA
L3NEIUFB,Monroe et al. 2016,Plant native warm season grasses (NWSGs) and wildflowers,nest_success,Grazed mixed native pasture,grazed mixed exotic pasture,eggs per nest,dickcissel,standard_deviation,4.52,42,0.74,NA,NA,NA,4.37,NA,0.9,NA,NA,NA,"We were not able to find the sample size per treatment ... we know that there were 208 nests and know something about the density distribution of nests, so maybe we can infer?"
L3NEIUFB,Monroe et al. 2016,Plant native warm season grasses (NWSGs) and wildflowers,nest_success,Grazed mixed native pasture,grazed mixed exotic pasture,fledglings per successful nest,dickcissel,standard_deviation,3.22,42,0.83,NA,NA,NA,4.2,43,0.84,NA,NA,NA,"We were not able to find the sample size per treatment ... we know that there were 208 nests and know something about the density distribution of nests, so maybe we can infer?"
5EM6FIBL,Moorman et al. 2017,Plant native warm season grasses (NWSGs) and wildflowers,abundance,Grazed NWSG fields,grazed CSG fields,territory density (territories/40 ha),eastern_meadowlark,standard_deviation,1.98,24,3.31,NA,NA,NA,7.4,24,4.92,NA,NA,NA,Treatment is defined here as the grazed NWSG field
5EM6FIBL,Moorman et al. 2017,Plant native warm season grasses (NWSGs) and wildflowers,abundance,Grazed NWSG fields,grazed CSG fields,territory density (territories/40 ha),grasshopper_sparrow,standard_deviation,6.59,24,11.36,NA,NA,NA,11.56,24,11.14,NA,NA,NA,Treatment is defined here as the grazed NWSG field
5EM6FIBL,Moorman et al. 2017,Plant native warm season grasses (NWSGs) and wildflowers,abundance,Grazed NWSG fields,grazed CSG fields,territory density (territories/40 ha),field_sparrow,standard_deviation,2.6,24,3.46,NA,NA,NA,1.43,24,1.79,NA,NA,NA,Treatment is defined here as the grazed NWSG field
5EM6FIBL,Moorman et al. 2017,Plant native warm season grasses (NWSGs) and wildflowers,abundance,Grazed NWSG fields,grazed CSG fields,territory density (territories/40 ha),indigo_bunting,standard_deviation,13.2,24,5.51,NA,NA,NA,5.79,24,6.21,NA,NA,NA,Treatment is defined here as the grazed NWSG field
5EM6FIBL,Moorman et al. 2017,Plant native warm season grasses (NWSGs) and wildflowers,abundance,Hayed NWSG fields,hayed CSG fields,territory density (territories/40 ha),eastern_meadowlark,standard_deviation,2.48,32,3.73,NA,NA,NA,3.51,32,4.92,NA,NA,NA,Treatment is defined here as the hayed NWSG field
5EM6FIBL,Moorman et al. 2017,Plant native warm season grasses (NWSGs) and wildflowers,abundance,Hayed NWSG fields,hayed CSG fields,territory density (territories/40 ha),grasshopper_sparrow,standard_deviation,8.14,32,10.38,NA,NA,NA,11.42,32,10.94,NA,NA,NA,Treatment is defined here as the hayed NWSG field
5EM6FIBL,Moorman et al. 2017,Plant native warm season grasses (NWSGs) and wildflowers,abundance,Hayed NWSG fields,hayed CSG fields,territory density (territories/40 ha),field_sparrow,standard_deviation,8.29,32,6.78,NA,NA,NA,1.31,32,1.82,NA,NA,NA,Treatment is defined here as the hayed NWSG field
5EM6FIBL,Moorman et al. 2017,Plant native warm season grasses (NWSGs) and wildflowers,abundance,Hayed NWSG fields,hayed CSG fields,territory density (territories/40 ha),indigo_bunting,standard_deviation,21.98,32,23.98,NA,NA,NA,2.22,32,3.63,NA,NA,NA,Treatment is defined here as the hayed NWSG field
LF7LYQ8I,Oppel et al. 2014,Keep all cats indoors,nest_success,post-feral cat control - semi-arid,pre-feral cat control - semi-arid,nest survival,all_species,confidence_intervals,0.77,33,NA,NA,0.53,0.9,0.23,31,NA,NA,0.11,0.39,NA
LF7LYQ8I,Oppel et al. 2014,Keep all cats indoors,nest_success,post-feral cat control - pasture,pre-feral cat control - pasture,nest survival,all_species,confidence_intervals,0.65,23,NA,NA,0.41,0.82,0.55,22,NA,NA,0.32,0.73,NA
IXNBX5LG,Perlut 2006,Delay your first cutting of hay,nest_success,Late hayed field,early hayed field,number of offspring fledged per female,bobolink,standard_error,2.79,127,NA,0.18,NA,NA,0.05,25,NA,0.05,NA,NA,Sample size estimated based on the number of nests with a clutch completion date as provided in figure 1; number of nests/year and number of eggs/year are also provided
IXNBX5LG,Perlut 2006,Delay your first cutting of hay,nest_success,Late hayed field,early hayed field,number of offspring fledged per female,savannah_sparrow,standard_error,3.29,110,NA,0.3,NA,NA,1.28,168,NA,0.16,NA,NA,Sample size estimated based on the number of nests with a clutch completion date as provided in figure 1; number of nests/year and number of eggs/year are also provided
S9JEF6KQ,Pintaric et al. 2019,Delay hay,abundance,Late-hayed field (2015),Continuously grazed pasture (2015),abundance,bobolink,standard_deviation,8.52,6,2.43,NA,NA,NA,5.17,10,1.73,NA,NA,NA,NA
S9JEF6KQ,Pintaric et al. 2019,Delay hay,abundance,Late-hayed field (2016),Continuously grazed pasture (2016),abundance,bobolink,standard_deviation,10.56,6,2.82,NA,NA,NA,3.36,8,1.64,NA,NA,NA,NA
S9JEF6KQ,Pintaric et al. 2019,Delay hay,nest_success,Late-hayed field,Continuously grazed pasture,dsr,bobolink,standard_error,0.978,29,NA,0.008,NA,NA,0.939,58,NA,0.01,NA,NA,NA
9KZCR9YH,Pirez and Aldabe 2023,summer_pasture_stockpiling,species_richness,Rotational grazing,Continuous grazing,species_richness,all_species,standard_error; confidence_intervals,21.52,48,NA,0.05,20.31,23.05,18.72,32,NA,0.04,17.26,20.27,Rotationally grazed fields were rested for 20 days - 6 months
L2QEJV7P,Port and Schottler 2017,Plant native warm season grasses (NWSGs) and wildflowers,species_richness,NWSG plot,CSG plot,species_richness,all_species,standard_error,9.7,2,NA,0.33,NA,NA,7.14,2,NA,0.17,NA,NA,Treatment is defined here as the NWSG plot
B34SZBUU,Powell 2006,prescribed_fire,abundance,Annual burn frequency,20-year burn frequency,abundance,upland_sandpiper,standard_error,0.00482,5,NA,0.06963,NA,NA,-0.03639,6,NA,0.06507,NA,NA,Estimate represents a beta coefficient; Sample size is number of sites
B34SZBUU,Powell 2006,prescribed_fire,abundance,Annual burn frequency,20-year burn frequency,abundance,grasshopper_sparrow,standard_error,0.09331,5,NA,0.06915,NA,NA,-0.13041,7,NA,0.06462,NA,NA,Estimate represents a beta coefficient; Sample size is number of sites
B34SZBUU,Powell 2006,prescribed_fire,abundance,Annual burn frequency,20-year burn frequency,abundance,henslows_sparrow,standard_error,0.03478,5,NA,0.0798,NA,NA,-0.07804,7,NA,0.07153,NA,NA,Estimate represents a beta coefficient; Sample size is number of sites
B34SZBUU,Powell 2006,prescribed_fire,abundance,Annual burn frequency,20-year burn frequency,abundance,dickcissel,standard_error,0.12835,5,NA,0.05374,NA,NA,-0.07613,7,NA,0.04604,NA,NA,Estimate represents a beta coefficient; Sample size is number of sites
B34SZBUU,Powell 2006,prescribed_fire,abundance,Annual burn frequency,20-year burn frequency,abundance,eastern_meadowlark,standard_error,0.11237,5,NA,0.05586,NA,NA,-0.04558,7,NA,0.0522,NA,NA,Estimate represents a beta coefficient; Sample size is number of sites
B34SZBUU,Powell 2006,prescribed_fire,abundance,Annual burn frequency,20-year burn frequency,abundance,brown_headed_cowbird,standard_error,-0.04652,5,NA,0.0732,NA,NA,0.03838,7,NA,0.06841,NA,NA,Estimate represents a beta coefficient; Sample size is number of sites
B34SZBUU,Powell 2006,prescribed_fire,abundance,4-year burn frequency,20-year burn frequency,abundance,upland_sandpiper,standard_error,0.03156,5,NA,0.0829,NA,NA,-0.03639,7,NA,0.06507,NA,NA,Estimate represents a beta coefficient; Sample size is number of sites
B34SZBUU,Powell 2006,prescribed_fire,abundance,4-year burn frequency,20-year burn frequency,abundance,grasshopper_sparrow,standard_error,0.0371,5,NA,0.08232,NA,NA,-0.13041,7,NA,0.06462,NA,NA,Estimate represents a beta coefficient; Sample size is number of sites
B34SZBUU,Powell 2006,prescribed_fire,abundance,4-year burn frequency,20-year burn frequency,abundance,henslows_sparrow,standard_error,0.04326,5,NA,0.08583,NA,NA,-0.07804,7,NA,0.07153,NA,NA,Estimate represents a beta coefficient; Sample size is number of sites
B34SZBUU,Powell 2006,prescribed_fire,abundance,4-year burn frequency,20-year burn frequency,abundance,dickcissel,standard_error,-0.05222,5,NA,0.06042,NA,NA,-0.07613,7,NA,0.04604,NA,NA,Estimate represents a beta coefficient; Sample size is number of sites
B34SZBUU,Powell 2006,prescribed_fire,abundance,4-year burn frequency,20-year burn frequency,abundance,eastern_meadowlark,standard_error,-0.06679,5,NA,0.06651,NA,NA,-0.04558,7,NA,0.0522,NA,NA,Estimate represents a beta coefficient; Sample size is number of sites
B34SZBUU,Powell 2006,prescribed_fire,abundance,4-year burn frequency,20-year burn frequency,abundance,brown_headed_cowbird,standard_error,0.00814,5,NA,0.08715,NA,NA,0.03838,7,NA,0.06841,NA,NA,Estimate represents a beta coefficient; Sample size is number of sites
ABXAGBLU,Purcell et al. 1997,Install nest boxes,nest_success,Nest box,Natural cavity,daily mortality rate,house_wren,standard_deviation,0.005,36,0.002,NA,NA,NA,0.0126,47,0.0035,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned CRP field,Unburned CRP field,density (birds/ha) - 2004,dickcissel,standard_deviation,1.5,4,0.58,NA,NA,NA,2.43,4,1.31,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned CRP field,Unburned CRP field,density (birds/ha) - 2004,grasshopper_sparrow,standard_deviation,0.12,4,0.15,NA,NA,NA,0.32,4,0.63,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned CRP field,Unburned CRP field,density (birds/ha) - 2004,eastern_meadowlark,standard_deviation,0.08,4,0.09,NA,NA,NA,0.12,4,0.15,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned CRP field,Unburned CRP field,density (birds/ha) - 2004,brown_headed_cowbird,standard_deviation,0.14,4,0.12,NA,NA,NA,0.32,4,0.27,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned CRP field,Unburned CRP field,density (birds/ha) - 2004,red_winged_blackbird,standard_deviation,0.02,4,0.04,NA,NA,NA,0,4,0,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned CRP field,Unburned CRP field,density (birds/ha) - 2004,henslows_sparrow,standard_deviation,0,4,0,NA,NA,NA,0,4,0,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned CRP field,Unburned CRP field,density (birds/ha) - 2004,common_nighthawk,standard_deviation,0,4,0,NA,NA,NA,0,4,0,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned CRP field,Unburned CRP field,density (birds/ha) - 2004,mourning_dove,standard_deviation,0.02,4,0.04,NA,NA,NA,0.06,4,0.12,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned CRP field,Unburned CRP field,density (birds/ha) - 2004,upland_sandpiper,standard_deviation,0,4,0,NA,NA,NA,0,4,0,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned CRP field,Unburned CRP field,density (birds/ha) - 2005,dickcissel,standard_deviation,2,4,0.99,NA,NA,NA,3.07,4,2.15,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned CRP field,Unburned CRP field,density (birds/ha) - 2005,grasshopper_sparrow,standard_deviation,0.14,4,0.28,NA,NA,NA,0.13,4,0.19,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned CRP field,Unburned CRP field,density (birds/ha) - 2005,eastern_meadowlark,standard_deviation,0.16,4,0.21,NA,NA,NA,0.48,4,0.38,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned CRP field,Unburned CRP field,density (birds/ha) - 2005,brown_headed_cowbird,standard_deviation,0.1,4,0.2,NA,NA,NA,0.86,4,0.63,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned CRP field,Unburned CRP field,density (birds/ha) - 2005,red_winged_blackbird,standard_deviation,0.24,4,0.38,NA,NA,NA,0.06,4,0.05,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned CRP field,Unburned CRP field,density (birds/ha) - 2005,henslows_sparrow,standard_deviation,0,4,0,NA,NA,NA,0.13,4,0.24,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned CRP field,Unburned CRP field,density (birds/ha) - 2005,mourning_dove,standard_deviation,0.06,4,0.12,NA,NA,NA,0.21,4,0.4,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned CRP field,Unburned CRP field,density (birds/ha) - 2005,northern_bobwhite,standard_deviation,0,4,0,NA,NA,NA,0.06,4,0.08,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned CRP field,Unburned CRP field,density (birds/ha) - 2005,upland_sandpiper,standard_deviation,0,4,0,NA,NA,NA,0,4,0,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned CRP field,Unburned CRP field,density (birds/ha) - 2005,lark_sparrow,standard_deviation,0.08,4,0.01,NA,NA,NA,0,4,0,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2004,dickcissel,standard_deviation,1.08,5,0.49,NA,NA,NA,1.04,5,0.83,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2004,grasshopper_sparrow,standard_deviation,0.47,5,0.3,NA,NA,NA,0.4,5,0.26,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2004,eastern_meadowlark,standard_deviation,0.29,5,0.18,NA,NA,NA,0.43,5,0.17,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2004,brown_headed_cowbird,standard_deviation,0.03,5,0.07,NA,NA,NA,0.02,5,0.04,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2004,red_winged_blackbird,standard_deviation,0.11,5,0.16,NA,NA,NA,0.13,5,0.28,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2004,henslows_sparrow,standard_deviation,0.05,5,0.11,NA,NA,NA,0.06,5,0.14,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2004,common_nighthawk,standard_deviation,0,5,0,NA,NA,NA,0,5,0,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2004,mourning_dove,standard_deviation,0,5,0,NA,NA,NA,0.02,5,0.04,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2004,upland_sandpiper,standard_deviation,0,5,0,NA,NA,NA,0,5,0,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2005,dickcissel,standard_deviation,1.01,5,0.5,NA,NA,NA,1.33,5,0.86,NA,NA,NA,NA
